Epoch,Train Loss,Test Loss,Validation Loss,Train Accuracy,Test Accuracy,Validation Accuracy
1,1.3785235222119498,1.2138812759329856,1.478317047420301,0.4519620126745474,0.5666106577052329,0.41569282136894825
2,1.1854141398545686,1.1198436453109053,1.4275594761497097,0.5398304007553885,0.5802928468554969,0.4323873121869783
3,1.1058960388057943,1.079462902759865,1.3747886184014773,0.5736049826587496,0.5975756120979356,0.5175292153589316
4,1.0458360639666486,0.9930086886928544,1.3191925193134106,0.5946868587822992,0.6278204512722035,0.5125208681135225
5,0.9952828642900845,0.9337878944834912,1.370580172852466,0.6188193423035717,0.6656265002400384,0.5375626043405676
6,0.949007876113464,0.9754389575262502,1.2448383287379616,0.636469285104683,0.6322611617858858,0.5425709515859767
7,0.902646795932565,0.8819318621449759,1.2943531964954578,0.6541737030378966,0.6699471915506481,0.5392320534223706
8,0.8550797951976481,0.8640953128774884,1.0686223820636147,0.673930017613626,0.6937109937590015,0.5876460767946577
9,0.8058722927638226,0.8427530304455483,0.9984485036448428,0.6935410651704164,0.6865098415746519,0.6277128547579299
10,0.7625232520992156,0.8283720090270271,1.0307763485532058,0.7121897187267345,0.684829572731637,0.6260434056761269
11,0.7198175022953267,0.8058530580102253,1.037248769873067,0.7294946523578653,0.7009121459433509,0.5993322203672788
12,0.6760129172361431,0.8137002195054648,0.9571885356777593,0.7457100833469521,0.7027124339894383,0.6377295492487479
13,0.6325651134263112,0.8368968371789672,1.0742835324061544,0.7642861033938008,0.6974315890542487,0.672787979966611
14,0.5922073550243093,0.8509265855526741,0.9135810968122984,0.78006573332607,0.7007921267402785,0.6811352253756261
15,0.5526789160470226,0.8389642719389878,1.1223871778500707,0.7943382179368451,0.706553048487758,0.656093489148581
16,0.516337546516147,0.7839816552729859,0.8509141771416915,0.8112255088885257,0.7208353336533846,0.7111853088480802
17,0.48335539257908233,0.901418870111173,1.1835969631609164,0.822447386101578,0.7033125300048008,0.656093489148581
18,0.4516851980345219,0.9119509590160452,1.0726111045009212,0.8339416389751412,0.7021123379740759,0.67779632721202
19,0.4255222556647184,0.8759497180375523,0.9584365259659918,0.8449819324145195,0.7082333173307729,0.6944908180300501
20,0.3931590619414205,0.9614551845717203,1.292440317963299,0.8580378057416789,0.7076332213154105,0.6393989983305509
21,0.3652397370055742,0.902185258424739,0.94827790479911,0.8680430716711155,0.6993518963034085,0.7061769616026711
22,0.3419247483374645,1.0891840598236944,1.4369249077219712,0.8776306949211018,0.6980316850696111,0.6277128547579299
23,0.31933398900649906,0.9046406903426608,1.1914442514902668,0.8848214123585917,0.7238358137301968,0.6944908180300501
24,0.29879754253856317,0.9640036896143208,1.2357446629750102,0.8947903615332934,0.7115938550168027,0.6811352253756261
25,0.2836521070457038,0.9647832815724179,1.1143377893849422,0.9000199742151042,0.7167546807489198,0.7095158597662772
26,0.26848979838658393,0.9708613033265442,1.0203252964113887,0.9035971745564816,0.7150744119059049,0.7145242070116862
27,0.24941895619743135,1.1382066573417515,1.7780008580731719,0.9122950373154655,0.7017522803648584,0.6293823038397329
28,0.2399431303249567,1.0444293289430593,1.1905421755815808,0.9149824771658405,0.7106337013922227,0.7011686143572621
29,0.23390056316257563,0.9681358686081315,1.1707773863484985,0.9187957364129942,0.7184349495919347,0.7061769616026711
30,0.2211131513188282,1.1069122031506466,1.5370254796978675,0.922481887018576,0.7171147383581373,0.66110183639399
31,0.21238119441776157,1.041902433808682,1.306437497860507,0.9254053857747272,0.7155544887181949,0.6844741235392321
32,0.20327424939358169,1.0403812222779127,1.2501743796624636,0.9294183871729222,0.7187950072011522,0.6928213689482471
33,0.19587737668305907,1.0378723140782387,1.1662986513815428,0.9323963610611756,0.7250360057609218,0.7345575959933222
34,0.1882947888976842,1.1101763852283355,1.3193046152591705,0.9344119409489569,0.7185549687950072,0.7145242070116862
35,0.1858767841320013,1.1175700517010656,1.2828705287293385,0.935882769515716,0.7220355256841094,0.7095158597662772
36,0.18183613242270324,1.0769858409560351,1.1826113282065642,0.9362640954404314,0.7129140662506,0.6961602671118531
37,0.17844739679654628,1.1031443433384853,1.072833189838811,0.936881480270923,0.7130340854536726,0.7262103505843072
38,0.17245199865146654,1.1415076327531182,1.1914769199333692,0.9399502460460133,0.7195151224195871,0.7061769616026711
39,0.16723226567063068,1.1222357679799293,1.3020292359747385,0.9412031740843638,0.7097935669707153,0.7061769616026711
40,0.16315836880272466,1.231154871691765,1.3857440781828605,0.9429100615568993,0.7165146423427748,0.7212020033388982
41,0.16256071993452592,1.207811351633593,1.226513517530341,0.9426921610284905,0.7131541046567451,0.7245409015025042
42,0.16440732057819457,1.169912369941718,1.4260879551109515,0.9429282199342667,0.7052328372539607,0.6894824707846411
43,0.15861102444326608,1.2712522687161218,1.5610497319384624,0.9457064516714786,0.7232357177148344,0.7111853088480802
44,0.15730507714665218,1.1284868389633065,1.2422887369206077,0.9450164333315175,0.7208353336533846,0.7228714524207012
