Epoch,Train Loss,Test Loss,Validation Loss,Train Accuracy,Test Accuracy,Validation Accuracy
1,1.5167611386932311,1.3467443970839184,1.9464272480261953,0.48066071611777983,0.5096314907872697,0.21202003338898165
2,1.2771349011874589,1.1109696623682976,1.7260384998823468,0.5273417461783113,0.5682579564489112,0.2337228714524207
3,1.0968792999377017,1.051499638458093,1.578979896871667,0.5922848055812044,0.640284757118928,0.37061769616026713
4,1.0025967701048148,1.0492069760958354,1.362990169148696,0.6348620088232276,0.6436348408710217,0.4574290484140234
5,0.9016162717440089,0.837617859741052,1.3882755762652348,0.6961116240894635,0.724036850921273,0.43906510851419034
6,0.8030575515305409,0.7802323415875435,1.3980616331100464,0.7347901918539038,0.7508375209380235,0.4691151919866444
7,0.6965925521537906,0.8105661409099897,1.2968187567434812,0.767210423720119,0.7466499162479062,0.5091819699499165
8,0.6330666609841292,0.703085508843263,1.1451284336416345,0.7959372114496768,0.7726130653266332,0.5859766277128547
9,0.5709801921346148,0.7717840149998665,1.1522380529265654,0.8159433671899046,0.7587939698492462,0.6193656093489148
10,0.5524639783824077,0.7084905411706617,1.4015859616430182,0.821380937724428,0.8031825795644891,0.6227045075125208
11,0.42445310963562033,0.6967468116494516,1.1890053835354353,0.8624192059095106,0.7956448911222781,0.6410684474123539
12,0.3316901088760952,0.6478544156470647,1.1049214146639172,0.8937108854006361,0.8153266331658291,0.674457429048414
13,0.2764619114856449,0.6570068670064211,0.994498781467739,0.9117677234020725,0.8061139028475712,0.6861435726210351
14,0.21810391261681272,0.9367300957934064,1.7687650558195616,0.9293115830511952,0.8069514237855946,0.6243739565943238
15,0.2150217799288526,0.758108517297854,1.1798937210911198,0.9338257925515543,0.8061139028475712,0.6978297161936561
16,0.14846900666879725,1.1920650240813726,2.254027256055882,0.9536267569508566,0.8015075376884422,0.6460767946577629
17,0.25429535251698593,0.7080935682884107,1.2414398463933092,0.9256181389145378,0.8119765494137353,0.6828046744574291
18,0.11386076429342092,0.9127337774827478,1.7758636019731824,0.9646044936903663,0.8245393634840871,0.666110183639399
19,0.10259601309691312,0.918797734271584,1.6738013640830391,0.9731199343387709,0.8190954773869347,0.6878130217028381
20,0.08823466805042103,1.0703279610614602,1.5042125457211544,0.971375807940905,0.7726130653266332,0.671118530884808
21,0.08857921255446735,1.1236626150820574,2.1040510245059667,0.9748640607366369,0.8174204355108877,0.676126878130217
