Epoch,Train Loss,Test Loss,Validation Loss,Train Accuracy,Test Accuracy,Validation Accuracy
1,1.461463045564798,0.9827682623267173,1.7485019627370333,0.4176789962048991,0.6673648931713447,0.32554257095158595
2,1.2368232789322222,0.8573436792194843,1.5205380728370266,0.5117212325906557,0.721826560536238,0.44741235392320533
3,1.1630263731169326,0.8405172332872947,1.600841014008773,0.5435165513609704,0.7381650607457059,0.4691151919866444
4,1.1055600460378463,0.7963418197631836,1.4431772357539128,0.5709538595631094,0.7398408043569333,0.4557595993322204
5,1.0606871627569892,0.7306954210003217,1.3998024840103953,0.5919449437998221,0.7666527021365731,0.5025041736227045
6,1.0218135463436422,0.7940705061455567,1.5016569699111737,0.6057634689764123,0.7230833682446586,0.4590984974958264
7,0.9831072836508243,0.694510997372369,1.249943860267338,0.6238128960796063,0.7645580226225388,0.5308848080133556
8,0.9428976941842938,0.6440235395481189,1.2467594240841113,0.6401554357102649,0.8039379974863846,0.5709515859766278
9,0.9051246790346332,0.6474624679113428,1.08343569385378,0.6572969439450891,0.7859237536656891,0.6060100166944908
10,0.8682298214802002,0.5801680511732896,1.022263699456265,0.6688819887054893,0.8169250104733976,0.6310517529215359
11,0.8378231486371615,0.5689741607258717,0.9840249387841475,0.6826641971273447,0.8144113950565564,0.6360601001669449
12,0.8025901056241671,0.527668410645177,0.9515335951980791,0.6945760926803581,0.8265605362379556,0.657762938230384
13,0.7710520871143781,0.5291017540792624,0.9271716632341084,0.7085943600079897,0.8186007540846251,0.6293823038397329
14,0.735508651753486,0.5540271065135797,0.828493993533285,0.7219770841277623,0.8240469208211144,0.7045075125208681
15,0.711564862865788,0.5827534214903911,1.1984530318724482,0.7322547257177099,0.8010054461667365,0.6093489148580968
16,0.6813096816606607,0.527235989117374,0.868300808103461,0.7418605073450636,0.82865521575199,0.6961602671118531
17,0.6599828036613481,0.49549259965618453,0.9126251630092922,0.752083673802909,0.8332635106828655,0.669449081803005
18,0.6340846001175446,0.49526498148838677,0.8044208201922869,0.7604910025240145,0.8324256388772517,0.7045075125208681
19,0.6140264963437866,0.47010974215964474,0.8871071793531117,0.7693886074340397,0.8387096774193549,0.6928213689482471
20,0.5916360089407107,0.4713253077988823,0.8952812662250117,0.7777233026456756,0.8403854210305823,0.6861435726210351
21,0.5701395200932359,0.48939192937376597,0.9039384054118081,0.787220134008825,0.8391286133221617,0.7078464106844741
22,0.5530049757775458,0.5050120420753956,1.0710161696923406,0.7953914038241543,0.8336824465856724,0.664440734557596
23,0.5309220409277288,0.4925696931779385,0.9276103855747926,0.802073686695357,0.8378718056137411,0.6961602671118531
24,0.5170292674202877,0.6064105039229617,1.1818150548558486,0.8094459879065207,0.8206954335986594,0.664440734557596
25,0.49799051097708386,0.5358205681294202,0.863293735996673,0.8145848087014944,0.8303309593632174,0.7245409015025042
26,0.4818244397884829,0.5064185522915795,1.0190407720051313,0.8219571099126582,0.8408043569333892,0.679465776293823
27,0.469710844201466,0.5464344030835976,0.9258925044222882,0.8277859490475931,0.8269794721407625,0.7061769616026711
28,0.45134769258441654,0.5640288841631264,1.008363769242638,0.8335058379183237,0.8307498952660243,0.7078464106844741
29,0.4366634086982273,0.6199575455764231,1.2383170316093846,0.8375914728259882,0.8127356514453289,0.662771285475793
30,0.4201440445387185,0.5183678926217059,0.9524894403783899,0.8468522452833614,0.8399664851277755,0.7228714524207012
31,0.41443147996082286,0.5782781064898397,1.2275969174347425,0.8468522452833614,0.8454126518642647,0.6811352253756261
32,0.39851129651102113,0.5337188244067753,0.9135019489024815,0.8529171433240725,0.8336824465856724,0.7245409015025042
33,0.38554959698433555,0.4968062537629157,0.9579335756992039,0.8571843620054111,0.8454126518642647,0.7212020033388982
34,0.37813874659004565,0.539576656272014,1.0087716685313928,0.8620144903851392,0.8290741516547968,0.7078464106844741
35,0.36582580038423734,0.6942610028058213,1.3018483150946467,0.8656461658586189,0.8123167155425219,0.679465776293823
36,0.360213644060651,0.5322824287577532,1.0044163865478415,0.8695502169926096,0.8487641390867198,0.7412353923205343
37,0.3493338642292318,0.5840055205300451,1.2637347869182889,0.8716565887672277,0.8449937159614579,0.7095158597662772
38,0.3456169855772782,0.5791805623407709,1.0970886322228532,0.8736540102776416,0.8311688311688312,0.7128547579298832
39,0.3342124936801318,0.5174973798939027,1.0405707873011891,0.8780301792231846,0.8454126518642647,0.7078464106844741
40,0.32744819027512945,0.5893851781333797,1.0938092666236978,0.8817163298287665,0.8387096774193549,0.7345575959933222
41,0.3179436478079803,0.60133887274346,1.2015260893263315,0.8825879319424016,0.8382907415165479,0.7011686143572621
42,0.31657649191390813,0.558786362548708,1.0881010086128586,0.8842040275281001,0.8399664851277755,0.7195325542570952
43,0.308914110514745,0.5861754640184033,1.1781326351981414,0.887799386246845,0.841642228739003,0.7061769616026711
44,0.3054590967642376,0.6679132854010095,1.3911335040864192,0.8887436218699497,0.82865521575199,0.6811352253756261
45,0.29337549830133713,0.5660637017898261,0.9850353739763561,0.8937190172686169,0.8307498952660243,0.7262103505843072
46,0.29211036601379287,0.6570448376378044,1.2919862489951284,0.894136659948067,0.8357771260997068,0.7145242070116862
47,0.2899556325381662,0.5919300193393914,1.1726051282725836,0.8931197908154928,0.8395475492249685,0.7128547579298832
