Epoch,Train Loss,Test Loss,Validation Loss,Train Accuracy,Test Accuracy,Validation Accuracy
1,1.4004362833181279,1.1660172370711124,1.4455479963829643,0.440231700895208,0.5499279884781565,0.43906510851419034
2,1.0700487280605422,0.9915983136207037,1.3343061804771423,0.5752029198670807,0.6185789726356217,0.5125208681135225
3,0.9434027574709651,0.8957359204104531,1.2511541843414307,0.6313667810644441,0.6620259241478637,0.5659432387312187
4,0.8607133304411281,0.8559039939702586,1.0111493115362369,0.6678469611955475,0.67822851656265,0.6494156928213689
5,0.7941021154927418,0.8209645727179201,1.075590320323643,0.6915436436600025,0.6913106096975516,0.6444073455759599
6,0.7388796582753093,0.7741270898760881,0.9203626238986066,0.7153311180112946,0.7102736437830053,0.67779632721202
7,0.6763107932753372,0.7927870993607905,0.9567243923482142,0.7398267690799151,0.699951992318771,0.6527545909849749
8,0.6169721554534023,0.7863161722332196,0.9707317981672915,0.7635597682991048,0.7202352376380221,0.6844741235392321
9,0.5559065747618641,0.8226888350411291,0.9670050775534228,0.7895262479344846,0.7109937590014402,0.7228714524207012
10,0.48620776991094183,0.8530780251894053,0.9048640163321244,0.8177806831181565,0.7118338934229477,0.7178631051752922
11,0.4195615604783926,0.8890343289341373,1.0103744293906187,0.8442011221877213,0.7235957753240518,0.7045075125208681
12,0.35634863032553,0.9313589397034896,1.022544937306329,0.8695502169926096,0.7142342774843975,0.7378964941569283
13,0.306263900168561,1.0089284443822037,1.254292633776602,0.8894517985872782,0.7096735477676428,0.7078464106844741
14,0.26160652266208134,1.1565237369262318,1.3631164988404827,0.9080278186341268,0.707033125300048,0.7045075125208681
15,0.22029054102843398,1.1608989734426685,1.2017024980956001,0.9209747416970819,0.7135141622659625,0.7345575959933222
16,0.19145400764272894,1.1774401467681403,1.375656253756269,0.9336311307221586,0.7228756601056169,0.7212020033388982
17,0.17400131273720054,1.2366870130994525,1.3635649767361189,0.9395144449891958,0.7114738358137302,0.7195325542570952
18,0.1549976001345357,1.2298239176703583,1.4457726623666913,0.9469956964645639,0.7172347575612098,0.7312186978297162
19,0.13836234003768932,1.3852601467990584,1.7244521430448483,0.9538414047320731,0.7133941430628901,0.7028380634390651
20,0.12895968581892372,1.3470523362761269,1.4655007053362696,0.9567285867334895,0.7205952952472395,0.7295492487479132
21,0.11832520451501147,1.4503947840531497,1.9338163533493091,0.9606507962448476,0.7114738358137302,0.7045075125208681
22,0.10931631811139704,1.4668984243646768,1.591087912258349,0.9639374625483467,0.7168746999519923,0.7145242070116862
23,0.10478930402994113,1.4267968536357352,1.6211182114325071,0.965226707341432,0.7192750840134422,0.7111853088480802
