Epoch,Train Loss,Test Loss,Validation Loss,Train Accuracy,Test Accuracy,Validation Accuracy
1,1.2691318425975862,1.0323840180039405,1.5679263692153127,0.5338052734174618,0.6528475711892797,0.41903171953255425
2,0.9576894782361437,0.8263931646943092,1.5690642642347437,0.6761054683492357,0.7097989949748744,0.4273789649415693
3,0.7975165213229226,0.7763173332810402,1.1982835343009548,0.7296604083307684,0.742462311557789,0.5342237061769616
4,0.6942948748830889,0.7641572007785241,1.313774204567859,0.7643377449471632,0.7311557788944724,0.49081803005008345
5,0.6050430006057512,0.6558330969760815,1.0992504703371149,0.7929619370062584,0.7709380234505863,0.5859766277128547
6,0.5201936728580565,0.6446359806259473,1.1658424617428529,0.8218939160767416,0.7805695142378559,0.6227045075125208
7,0.43415080545256374,0.714160082557549,1.3426935704130876,0.8520570431927773,0.7822445561139029,0.5843071786310517
8,0.3691982878158327,0.6589244847061734,1.1770699243796499,0.8741151123422591,0.7964824120603015,0.6310517529215359
9,0.29952386482046217,0.7321163752426704,1.3179569832588498,0.8992510516056222,0.7939698492462312,0.6293823038397329
10,0.23979155770731997,0.7780525034246967,1.4358399933890293,0.9200779727095516,0.8040201005025126,0.6393989983305509
11,0.19902398649690917,0.8570747744859546,1.5542939493530674,0.9352621319380322,0.8165829145728644,0.6444073455759599
12,0.16382895813220502,0.9981418813030056,1.9042279892846157,0.9474710167230943,0.7885259631490787,0.6110183639398998
13,0.1396283902964793,0.879511192481538,1.5052870519851382,0.956294244382887,0.7952261306532663,0.6494156928213689
14,0.13228991286426312,1.0478208253716836,2.0507760032227167,0.9585513491330666,0.8090452261306532,0.6327212020033389
15,0.1117832881747745,0.936594085158819,1.714740709254616,0.9652200677131425,0.7998324958123953,0.6460767946577629
16,0.088044641018478,0.891643984997645,1.6168810254649113,0.9718887862932184,0.8006700167504187,0.654424040066778
17,0.07206891269684763,1.0251478738704585,1.8121937900585563,0.9792756745665333,0.8115577889447236,0.6878130217028381
18,0.0824175424460471,0.9423968101687933,1.7997508456832485,0.9745562737252488,0.8090452261306532,0.671118530884808
19,0.07346302192547496,1.0420070712662224,1.782498510260331,0.9786601005437571,0.7918760469011725,0.66110183639399
20,0.06669656418430424,0.9597887947828349,1.801211396722417,0.9791730788960706,0.8052763819095478,0.674457429048414
21,0.06635366760492505,1.0944260935361785,2.0383822541487846,0.9799938442597722,0.8132328308207705,0.672787979966611
22,0.06837828869210708,1.2030959704605872,2.0554558481825027,0.9779419308505181,0.8090452261306532,0.6861435726210351
23,0.07565702207390117,1.0810946151790752,1.9802608635080488,0.9792756745665333,0.8073701842546064,0.662771285475793
